category,kcd7,kor_name,eng_name,kcd8
세세,S35.96,"복부, 아래등 및 골반 부위의 상세불명 혈관손상, 외상성 파열","Injury of unspecified blood vessel at abdomen, lower back and pelvis level, traumatic rupture",S35.9
세세,S35.98,"복부, 아래등 및 골반 부위의 상세불명 혈관손상, 기타 및 상세불명의 손상","Injury of unspecified blood vessel at abdomen, lower back and pelvis level, other and unspecified injuries",S35.9
세세세,S36.000,"강내로의 열린상처가 없는 비장의 손상, 폭풍손상","Injury of spleen without open wound into cavity, blast injuries",S36.00
세세세,S36.001,"강내로의 열린상처가 없는 비장의 손상, 타박상","Injury of spleen without open wound into cavity, bruise",S36.00
세세세,S36.002,"강내로의 열린상처가 없는 비장의 손상, 진탕손상","Injury of spleen without open wound into cavity, concussion injuries",S36.00
세세세,S36.003,"강내로의 열린상처가 없는 비장의 손상, 으깸","Injury of spleen without open wound into cavity, crushing",S36.00
세세세,S36.004,"강내로의 열린상처가 없는 비장의 손상, 열상","Injury of spleen without open wound into cavity, laceration",S36.00
세세세,S36.005,"강내로의 열린상처가 없는 비장의 손상, 외상성 혈종","Injury of spleen without open wound into cavity, traumatic haematoma",S36.00
세세세,S36.006,"강내로의 열린상처가 없는 비장의 손상, 외상성 천자","Injury of spleen without open wound into cavity, traumatic puncture",S36.00
세세세,S36.007,"강내로의 열린상처가 없는 비장의 손상, 외상성 파열","Injury of spleen without open wound into cavity, traumatic rupture",S36.00
세세세,S36.008,"강내로의 열린상처가 없는 비장의 손상, 외상성 찢김","Injury of spleen without open wound into cavity, traumatic tear",S36.00
세세세,S36.009,"강내로의 열린상처가 없는 비장의 손상, 기타 및 상세불명의 손상","Injury of spleen without open wound into cavity, other and unspecified injuries",S36.00
세세세,S36.010,"강내로의 열린상처가 있는 비장의 손상, 폭풍손상","Injury of spleen with open wound into cavity, blast injuries",S36.01
세세세,S36.011,"강내로의 열린상처가 있는 비장의 손상, 타박상","Injury of spleen with open wound into cavity, bruise",S36.01
세세세,S36.012,"강내로의 열린상처가 있는 비장의 손상, 진탕손상","Injury of spleen with open wound into cavity, concussion injuries",S36.01
세세세,S36.013,"강내로의 열린상처가 있는 비장의 손상, 으깸","Injury of spleen with open wound into cavity, crushing",S36.01
세세세,S36.014,"강내로의 열린상처가 있는 비장의 손상, 열상","Injury of spleen with open wound into cavity, laceration",S36.01
세세세,S36.015,"강내로의 열린상처가 있는 비장의 손상, 외상성 혈종","Injury of spleen with open wound into cavity, traumatic haematoma",S36.01
세세세,S36.016,"강내로의 열린상처가 있는 비장의 손상, 외상성 천자","Injury of spleen with open wound into cavity, traumatic puncture",S36.01
세세세,S36.017,"강내로의 열린상처가 있는 비장의 손상, 외상성 파열","Injury of spleen with open wound into cavity, traumatic rupture",S36.01
세세세,S36.018,"강내로의 열린상처가 있는 비장의 손상, 외상성 찢김","Injury of spleen with open wound into cavity, traumatic tear",S36.01
세세세,S36.019,"강내로의 열린상처가 있는 비장의 손상, 기타 및 상세불명의 손상","Injury of spleen with open wound into cavity, other and unspecified injuries",S36.01
세세세,S36.200,"강내로의 열린상처가 없는 췌장의 손상, 폭풍손상","Injury of pancreas without open wound into cavity, blast injuries",S36.20
세세세,S36.201,"강내로의 열린상처가 없는 췌장의 손상, 타박상","Injury of pancreas without open wound into cavity, bruise",S36.20
세세세,S36.202,"강내로의 열린상처가 없는 췌장의 손상, 진탕손상","Injury of pancreas without open wound into cavity, concussion injuries",S36.20
세세세,S36.203,"강내로의 열린상처가 없는 췌장의 손상, 으깸","Injury of pancreas without open wound into cavity, crushing",S36.20
세세세,S36.204,"강내로의 열린상처가 없는 췌장의 손상, 열상","Injury of pancreas without open wound into cavity, laceration",S36.20
세세세,S36.205,"강내로의 열린상처가 없는 췌장의 손상, 외상성 혈종","Injury of pancreas without open wound into cavity, traumatic haematoma",S36.20
세세세,S36.206,"강내로의 열린상처가 없는 췌장의 손상, 외상성 천자","Injury of pancreas without open wound into cavity, traumatic puncture",S36.20
세세세,S36.207,"강내로의 열린상처가 없는 췌장의 손상, 외상성 파열","Injury of pancreas without open wound into cavity, traumatic rupture",S36.20
세세세,S36.208,"강내로의 열린상처가 없는 췌장의 손상, 외상성 찢김","Injury of pancreas without open wound into cavity, traumatic tear",S36.20
세세세,S36.209,"강내로의 열린상처가 없는 췌장의 손상, 기타 및 상세불명의 손상","Injury of pancreas without open wound into cavity, other and unspecified injuries",S36.20
세세세,S36.210,"강내로의 열린상처가 있는 췌장의 손상, 폭풍손상","Injury of pancreas with open wound into cavity, blast injuries",S36.21
세세세,S36.211,"강내로의 열린상처가 있는 췌장의 손상, 타박상","Injury of pancreas with open wound into cavity, bruise",S36.21
세세세,S36.212,"강내로의 열린상처가 있는 췌장의 손상, 진탕손상","Injury of pancreas with open wound into cavity, concussion injuries",S36.21
세세세,S36.213,"강내로의 열린상처가 있는 췌장의 손상, 으깸","Injury of pancreas with open wound into cavity, crushing",S36.21
세세세,S36.214,"강내로의 열린상처가 있는 췌장의 손상, 열상","Injury of pancreas with open wound into cavity, laceration",S36.21
세세세,S36.215,"강내로의 열린상처가 있는 췌장의 손상, 외상성 혈종","Injury of pancreas with open wound into cavity, traumatic haematoma",S36.21
세세세,S36.216,"강내로의 열린상처가 있는 췌장의 손상, 외상성 천자","Injury of pancreas with open wound into cavity, traumatic puncture",S36.21
세세세,S36.217,"강내로의 열린상처가 있는 췌장의 손상, 외상성 파열","Injury of pancreas with open wound into cavity, traumatic rupture",S36.21
세세세,S36.218,"강내로의 열린상처가 있는 췌장의 손상, 외상성 찢김","Injury of pancreas with open wound into cavity, traumatic tear",S36.21
세세세,S36.219,"강내로의 열린상처가 있는 췌장의 손상, 기타 및 상세불명의 손상","Injury of pancreas with open wound into cavity, other and unspecified injuries",S36.21
세세세,S36.300,"강내로의 열린상처가 없는 위의 손상, 폭풍손상","Injury of stomach without open wound into cavity, blast injuries",S36.30
세세세,S36.301,"강내로의 열린상처가 없는 위의 손상, 타박상","Injury of stomach without open wound into cavity, bruise",S36.30
세세세,S36.302,"강내로의 열린상처가 없는 위의 손상, 진탕손상","Injury of stomach without open wound into cavity, concussion injuries",S36.30
세세세,S36.303,"강내로의 열린상처가 없는 위의 손상, 으깸","Injury of stomach without open wound into cavity, crushing",S36.30
세세세,S36.304,"강내로의 열린상처가 없는 위의 손상, 열상","Injury of stomach without open wound into cavity, laceration",S36.30
세세세,S36.305,"강내로의 열린상처가 없는 위의 손상, 외상성 혈종","Injury of stomach without open wound into cavity, traumatic haematoma",S36.30
세세세,S36.306,"강내로의 열린상처가 없는 위의 손상, 외상성 천자","Injury of stomach without open wound into cavity, traumatic puncture",S36.30
세세세,S36.307,"강내로의 열린상처가 없는 위의 손상, 외상성 파열","Injury of stomach without open wound into cavity, traumatic rupture",S36.30
세세세,S36.308,"강내로의 열린상처가 없는 위의 손상, 외상성 찢김","Injury of stomach without open wound into cavity, traumatic tear",S36.30
세세세,S36.309,"강내로의 열린상처가 없는 위의 손상, 기타 및 상세불명의 손상","Injury of stomach without open wound into cavity, other and unspecified injuries",S36.30
세세세,S36.310,"강내로의 열린상처가 있는 위의 손상, 폭풍손상","Injury of stomach with open wound into cavity, blast injuries",S36.31
세세세,S36.311,"강내로의 열린상처가 있는 위의 손상, 타박상","Injury of stomach with open wound into cavity, bruise",S36.31
세세세,S36.312,"강내로의 열린상처가 있는 위의 손상, 진탕손상","Injury of stomach with open wound into cavity, concussion injuries",S36.31
세세세,S36.313,"강내로의 열린상처가 있는 위의 손상, 으깸","Injury of stomach with open wound into cavity, crushing",S36.31
세세세,S36.314,"강내로의 열린상처가 있는 위의 손상, 열상","Injury of stomach with open wound into cavity, laceration",S36.31
세세세,S36.315,"강내로의 열린상처가 있는 위의 손상, 외상성 혈종","Injury of stomach with open wound into cavity, traumatic haematoma",S36.31
세세세,S36.316,"강내로의 열린상처가 있는 위의 손상, 외상성 천자","Injury of stomach with open wound into cavity, traumatic puncture",S36.31
세세세,S36.317,"강내로의 열린상처가 있는 위의 손상, 외상성 파열","Injury of stomach with open wound into cavity, traumatic rupture",S36.31
세세세,S36.318,"강내로의 열린상처가 있는 위의 손상, 외상성 찢김","Injury of stomach with open wound into cavity, traumatic tear",S36.31
세세세,S36.319,"강내로의 열린상처가 있는 위의 손상, 기타 및 상세불명의 손상","Injury of stomach with open wound into cavity, other and unspecified injuries",S36.31
세세세,S36.400,강내로의 열린상처가 없는 십이지장의 손상,Injury of duodenum without open wound into cavity,S36.40
세세세,S36.401,강내로의 열린상처가 없는 공장의 손상,Injury of jejunum without open wound into cavity,S36.40
세세세,S36.402,강내로의 열린상처가 없는 회장의 손상,Injury of ileum without open wound into cavity,S36.40
세세세,S36.408,강내로의 열린상처가 없는 기타 및 상세불명 소장의 손상,Injury of other or unspecified small intestine without open wound into cavity,S36.40
세세세,S36.410,강내로의 열린상처가 있는 십이지장의 손상,Injury of duodenum with open wound into cavity,S36.41
세세세,S36.411,강내로의 열린상처가 있는 공장의 손상,Injury of jejunum with open wound into cavity,S36.41
세세세,S36.412,강내로의 열린상처가 있는 회장의 손상,Injury of ileum with open wound into cavity,S36.41
세세세,S36.418,강내로의 열린상처가 있는 기타 및 상세불명 소장의 손상,Injury of other or unspecified small intestine with open wound into cavity,S36.41
세세세,S36.500,"강내로의 열린상처가 없는 결장의 손상, 폭풍손상","Injury of colon without open wound into cavity, blast injuries",S36.50
세세세,S36.501,"강내로의 열린상처가 없는 결장의 손상, 타박상","Injury of colon without open wound into cavity, bruise",S36.50
세세세,S36.502,"강내로의 열린상처가 없는 결장의 손상, 진탕손상","Injury of colon without open wound into cavity, concussion injuries",S36.50
세세세,S36.503,"강내로의 열린상처가 없는 결장의 손상, 으깸","Injury of colon without open wound into cavity, crushing",S36.50
세세세,S36.504,"강내로의 열린상처가 없는 결장의 손상, 열상","Injury of colon without open wound into cavity, laceration",S36.50
세세세,S36.505,"강내로의 열린상처가 없는 결장의 손상, 외상성 혈종","Injury of colon without open wound into cavity, traumatic haematoma",S36.50
세세세,S36.506,"강내로의 열린상처가 없는 결장의 손상, 외상성 천자","Injury of colon without open wound into cavity, traumatic puncture",S36.50
세세세,S36.507,"강내로의 열린상처가 없는 결장의 손상, 외상성 파열","Injury of colon without open wound into cavity, traumatic rupture",S36.50
세세세,S36.508,"강내로의 열린상처가 없는 결장의 손상, 외상성 찢김","Injury of colon without open wound into cavity, traumatic tear",S36.50
세세세,S36.509,"강내로의 열린상처가 없는 결장의 손상, 기타 및 상세불명의 손상","Injury of colon without open wound into cavity, other and unspecified injuries",S36.50
세세세,S36.510,"강내로의 열린상처가 있는 결장의 손상, 폭풍손상","Injury of colon with open wound into cavity, blast injuries",S36.51
세세세,S36.511,"강내로의 열린상처가 있는 결장의 손상, 타박상","Injury of colon with open wound into cavity, bruise",S36.51
세세세,S36.512,"강내로의 열린상처가 있는 결장의 손상, 진탕손상","Injury of colon with open wound into cavity, concussion injuries",S36.51
세세세,S36.513,"강내로의 열린상처가 있는 결장의 손상, 으깸","Injury of colon with open wound into cavity, crushing",S36.51
세세세,S36.514,"강내로의 열린상처가 있는 결장의 손상, 열상","Injury of colon with open wound into cavity, laceration",S36.51
세세세,S36.515,"강내로의 열린상처가 있는 결장의 손상, 외상성 혈종","Injury of colon with open wound into cavity, traumatic haematoma",S36.51
세세세,S36.516,"강내로의 열린상처가 있는 결장의 손상, 외상성 천자","Injury of colon with open wound into cavity, traumatic puncture",S36.51
세세세,S36.517,"강내로의 열린상처가 있는 결장의 손상, 외상성 파열","Injury of colon with open wound into cavity, traumatic rupture",S36.51
세세세,S36.518,"강내로의 열린상처가 있는 결장의 손상, 외상성 찢김","Injury of colon with open wound into cavity, traumatic tear",S36.51
세세세,S36.519,"강내로의 열린상처가 있는 결장의 손상, 기타 및 상세불명의 손상","Injury of colon with open wound into cavity, other and unspecified injuries",S36.51
세세세,S36.600,"강내로의 열린상처가 없는 직장의 손상, 폭풍손상","Injury of rectum without open wound into cavity, blast injuries",S36.60
세세세,S36.601,"강내로의 열린상처가 없는 직장의 손상, 타박상","Injury of rectum without open wound into cavity, bruise",S36.60
세세세,S36.602,"강내로의 열린상처가 없는 직장의 손상, 진탕손상","Injury of rectum without open wound into cavity, concussion injuries",S36.60
세세세,S36.603,"강내로의 열린상처가 없는 직장의 손상, 으깸","Injury of rectum without open wound into cavity, crushing",S36.60
세세세,S36.604,"강내로의 열린상처가 없는 직장의 손상, 열상","Injury of rectum without open wound into cavity, laceration",S36.60
세세세,S36.605,"강내로의 열린상처가 없는 직장의 손상, 외상성 혈종","Injury of rectum without open wound into cavity, traumatic haematoma",S36.60
세세세,S36.606,"강내로의 열린상처가 없는 직장의 손상, 외상성 천자","Injury of rectum without open wound into cavity, traumatic puncture",S36.60
세세세,S36.607,"강내로의 열린상처가 없는 직장의 손상, 외상성 파열","Injury of rectum without open wound into cavity, traumatic rupture",S36.60
세세세,S36.608,"강내로의 열린상처가 없는 직장의 손상, 외상성 찢김","Injury of rectum without open wound into cavity, traumatic tear",S36.60
세세세,S36.609,"강내로의 열린상처가 없는 직장의 손상, 기타 및 상세불명의 손상","Injury of rectum without open wound into cavity, other and unspecified injuries",S36.60
세세세,S36.610,"강내로의 열린상처가 있는 직장의 손상, 폭풍손상","Injury of rectum with open wound into cavity, blast injuries",S36.61
세세세,S36.611,"강내로의 열린상처가 있는 직장의 손상, 타박상","Injury of rectum with open wound into cavity, bruise",S36.61
세세세,S36.612,"강내로의 열린상처가 있는 직장의 손상, 진탕손상","Injury of rectum with open wound into cavity, concussion injuries",S36.61
세세세,S36.613,"강내로의 열린상처가 있는 직장의 손상, 으깸","Injury of rectum with open wound into cavity, crushing",S36.61
세세세,S36.614,"강내로의 열린상처가 있는 직장의 손상, 열상","Injury of rectum with open wound into cavity, laceration",S36.61
세세세,S36.615,"강내로의 열린상처가 있는 직장의 손상, 외상성 혈종","Injury of rectum with open wound into cavity, traumatic haematoma",S36.61
세세세,S36.616,"강내로의 열린상처가 있는 직장의 손상, 외상성 천자","Injury of rectum with open wound into cavity, traumatic puncture",S36.61
세세세,S36.617,"강내로의 열린상처가 있는 직장의 손상, 외상성 파열","Injury of rectum with open wound into cavity, traumatic rupture",S36.61
세세세,S36.618,"강내로의 열린상처가 있는 직장의 손상, 외상성 찢김","Injury of rectum with open wound into cavity, traumatic tear",S36.61
세세세,S36.619,"강내로의 열린상처가 있는 직장의 손상, 기타 및 상세불명의 손상","Injury of rectum with open wound into cavity, other and unspecified injuries",S36.61
세세세,S36.800,강내로의 열린상처가 없는 복막의 손상,Injury of peritoneum without open wound into cavity,S36.80
세세세,S36.801,강내로의 열린상처가 없는 후복막의 손상,Injury of retroperitoneum without open wound into cavity,S36.80
세세세,S36.802,강내로의 열린상처가 없는 그물막의 손상,Injury of omentum without open wound into cavity,S36.80
세세세,S36.803,강내로의 열린상처가 없는 장간막의 손상,Injury of mesentery without open wound into cavity,S36.80
세세세,S36.808,강내로의 열린상처가 없는 기타 복강내기관의 손상,Injury of other intra-abdominal organs without open wound into cavity,S36.80
세세세,S36.810,강내로의 열린상처가 있는 복막의 손상,Injury of peritoneum with open wound into cavity,S36.81
세세세,S36.811,강내로의 열린상처가 있는 후복막의 손상,Injury of retroperitoneum with open wound into cavity,S36.81
세세세,S36.812,강내로의 열린상처가 있는 그물막의 손상,Injury of omentum with open wound into cavity,S36.81
세세세,S36.813,강내로의 열린상처가 있는 장간막의 손상,Injury of mesentery with open wound into cavity,S36.81
세세세,S36.818,강내로의 열린상처가 있는 기타 복강내기관의 손상,Injury of other intra-abdominal organs with open wound into cavity,S36.81
세세세,S36.900,"강내로의 열린상처가 없는 상세불명의 복강내기관의 손상, 폭풍손상","Injury of unspecified intra-abdominal organ without open wound into cavity, blast injuries",S36.90
세세세,S36.901,"강내로의 열린상처가 없는 상세불명의 복강내기관의 손상, 타박상","Injury of unspecified intra-abdominal organ without open wound into cavity, bruise",S36.90
세세세,S36.902,"강내로의 열린상처가 없는 상세불명의 복강내기관의 손상, 진탕손상","Injury of unspecified intra-abdominal organ without open wound into cavity, concussion injuries",S36.90
세세세,S36.903,"강내로의 열린상처가 없는 상세불명의 복강내기관의 손상, 으깸","Injury of unspecified intra-abdominal organ without open wound into cavity, crushing",S36.90
세세세,S36.904,"강내로의 열린상처가 없는 상세불명의 복강내기관의 손상, 열상","Injury of unspecified intra-abdominal organ without open wound into cavity, laceration",S36.90
세세세,S36.905,"강내로의 열린상처가 없는 상세불명의 복강내기관의 손상, 외상성 혈종","Injury of unspecified intra-abdominal organ without open wound into cavity, traumatic haematoma",S36.90
세세세,S36.906,"강내로의 열린상처가 없는 상세불명의 복강내기관의 손상, 외상성 천자","Injury of unspecified intra-abdominal organ without open wound into cavity, traumatic puncture",S36.90
세세세,S36.907,"강내로의 열린상처가 없는 상세불명의 복강내기관의 손상, 외상성 파열","Injury of unspecified intra-abdominal organ without open wound into cavity, traumatic rupture",S36.90
세세세,S36.908,"강내로의 열린상처가 없는 상세불명의 복강내기관의 손상, 외상성 찢김","Injury of unspecified intra-abdominal organ without open wound into cavity, traumatic tear",S36.90
세세세,S36.909,"강내로의 열린상처가 없는 상세불명의 복강내기관의 손상, 기타 및 상세불명의 손상","Injury of unspecified intra-abdominal organ without open wound into cavity, other and unspecified injuries",S36.90
세세세,S36.910,"강내로의 열린상처가 있는 상세불명의 복강내기관의 손상, 폭풍손상","Injury of unspecified intra-abdominal organ with open wound into cavity, blast injuries",S36.91
세세세,S36.911,"강내로의 열린상처가 있는 상세불명의 복강내기관의 손상, 타박상","Injury of unspecified intra-abdominal organ with open wound into cavity, bruise",S36.91
세세세,S36.912,"강내로의 열린상처가 있는 상세불명의 복강내기관의 손상, 진탕손상","Injury of unspecified intra-abdominal organ with open wound into cavity, concussion injuries",S36.91
세세세,S36.913,"강내로의 열린상처가 있는 상세불명의 복강내기관의 손상, 으깸","Injury of unspecified intra-abdominal organ with open wound into cavity, crushing",S36.91
세세세,S36.914,"강내로의 열린상처가 있는 상세불명의 복강내기관의 손상, 열상","Injury of unspecified intra-abdominal organ with open wound into cavity, laceration",S36.91
세세세,S36.915,"강내로의 열린상처가 있는 상세불명의 복강내기관의 손상, 외상성 혈종","Injury of unspecified intra-abdominal organ with open wound into cavity, traumatic haematoma",S36.91
세세세,S36.916,"강내로의 열린상처가 있는 상세불명의 복강내기관의 손상, 외상성 천자","Injury of unspecified intra-abdominal organ with open wound into cavity, traumatic puncture",S36.91
세세세,S36.917,"강내로의 열린상처가 있는 상세불명의 복강내기관의 손상, 외상성 파열","Injury of unspecified intra-abdominal organ with open wound into cavity, traumatic rupture",S36.91
세세세,S36.918,"강내로의 열린상처가 있는 상세불명의 복강내기관의 손상, 외상성 찢김","Injury of unspecified intra-abdominal organ with open wound into cavity, traumatic tear",S36.91
세세세,S36.919,"강내로의 열린상처가 있는 상세불명의 복강내기관의 손상, 기타 및 상세불명의 손상","Injury of unspecified intra-abdominal organ with open wound into cavity, other and unspecified injuries",S36.91
세세세,S37.000,"강내로의 열린상처가 없는 신장의 손상, 폭풍손상","Injury of kidney without open wound into cavity, blast injuries",S37.00
세세세,S37.001,"강내로의 열린상처가 없는 신장의 손상, 타박상","Injury of kidney without open wound into cavity, bruise",S37.00
세세세,S37.002,"강내로의 열린상처가 없는 신장의 손상, 진탕손상","Injury of kidney without open wound into cavity, concussion injuries",S37.00
세세세,S37.003,"강내로의 열린상처가 없는 신장의 손상, 으깸","Injury of kidney without open wound into cavity, crushing",S37.00
세세세,S37.004,"강내로의 열린상처가 없는 신장의 손상, 열상","Injury of kidney without open wound into cavity, laceration",S37.00
세세세,S37.005,"강내로의 열린상처가 없는 신장의 손상, 외상성 혈종","Injury of kidney without open wound into cavity, traumatic haematoma",S37.00
세세세,S37.006,"강내로의 열린상처가 없는 신장의 손상, 외상성 천자","Injury of kidney without open wound into cavity, traumatic puncture",S37.00
세세세,S37.007,"강내로의 열린상처가 없는 신장의 손상, 외상성 파열","Injury of kidney without open wound into cavity, traumatic rupture",S37.00
세세세,S37.008,"강내로의 열린상처가 없는 신장의 손상, 외상성 찢김","Injury of kidney without open wound into cavity, traumatic tear",S37.00
세세세,S37.009,"강내로의 열린상처가 없는 신장의 손상, 기타 및 상세불명의 손상","Injury of kidney without open wound into cavity, other and unspecified injuries",S37.00
세세세,S37.010,"강내로의 열린상처가 있는 신장의 손상, 폭풍손상","Injury of kidney with open wound into cavity, blast injuries",S37.01
세세세,S37.011,"강내로의 열린상처가 있는 신장의 손상, 타박상","Injury of kidney with open wound into cavity, bruise",S37.01
세세세,S37.012,"강내로의 열린상처가 있는 신장의 손상, 진탕손상","Injury of kidney with open wound into cavity, concussion injuries",S37.01
세세세,S37.013,"강내로의 열린상처가 있는 신장의 손상, 으깸","Injury of kidney with open wound into cavity, crushing",S37.01
세세세,S37.014,"강내로의 열린상처가 있는 신장의 손상, 열상","Injury of kidney with open wound into cavity, laceration",S37.01
세세세,S37.015,"강내로의 열린상처가 있는 신장의 손상, 외상성 혈종","Injury of kidney with open wound into cavity, traumatic haematoma",S37.01
세세세,S37.016,"강내로의 열린상처가 있는 신장의 손상, 외상성 천자","Injury of kidney with open wound into cavity, traumatic puncture",S37.01
세세세,S37.017,"강내로의 열린상처가 있는 신장의 손상, 외상성 파열","Injury of kidney with open wound into cavity, traumatic rupture",S37.01
세세세,S37.018,"강내로의 열린상처가 있는 신장의 손상, 외상성 찢김","Injury of kidney with open wound into cavity, traumatic tear",S37.01
세세세,S37.019,"강내로의 열린상처가 있는 신장의 손상, 기타 및 상세불명의 손상","Injury of kidney with open wound into cavity, other and unspecified injuries",S37.01
세세세,S37.100,"강내로의 열린상처가 없는 요관의 손상, 폭풍손상","Injury of ureter without open wound into cavity, blast injuries",S37.10
세세세,S37.101,"강내로의 열린상처가 없는 요관의 손상, 타박상","Injury of ureter without open wound into cavity, bruise",S37.10
세세세,S37.102,"강내로의 열린상처가 없는 요관의 손상, 진탕손상","Injury of ureter without open wound into cavity, concussion injuries",S37.10
세세세,S37.103,"강내로의 열린상처가 없는 요관의 손상, 으깸","Injury of ureter without open wound into cavity, crushing",S37.10
세세세,S37.104,"강내로의 열린상처가 없는 요관의 손상, 열상","Injury of ureter without open wound into cavity, laceration",S37.10
세세세,S37.105,"강내로의 열린상처가 없는 요관의 손상, 외상성 혈종","Injury of ureter without open wound into cavity, traumatic haematoma",S37.10
세세세,S37.106,"강내로의 열린상처가 없는 요관의 손상, 외상성 천자","Injury of ureter without open wound into cavity, traumatic puncture",S37.10
세세세,S37.107,"강내로의 열린상처가 없는 요관의 손상, 외상성 파열","Injury of ureter without open wound into cavity, traumatic rupture",S37.10
세세세,S37.108,"강내로의 열린상처가 없는 요관의 손상, 외상성 찢김","Injury of ureter without open wound into cavity, traumatic tear",S37.10
세세세,S37.109,"강내로의 열린상처가 없는 요관의 손상, 기타 및 상세불명의 손상","Injury of ureter without open wound into cavity, other and unspecified injuries",S37.10
세세세,S37.110,"강내로의 열린상처가 있는 요관의 손상, 폭풍손상","Injury of ureter with open wound into cavity, blast injuries",S37.11
세세세,S37.111,"강내로의 열린상처가 있는 요관의 손상, 타박상","Injury of ureter with open wound into cavity, bruise",S37.11
세세세,S37.112,"강내로의 열린상처가 있는 요관의 손상, 진탕손상","Injury of ureter with open wound into cavity, concussion injuries",S37.11
세세세,S37.113,"강내로의 열린상처가 있는 요관의 손상, 으깸","Injury of ureter with open wound into cavity, crushing",S37.11
세세세,S37.114,"강내로의 열린상처가 있는 요관의 손상, 열상","Injury of ureter with open wound into cavity, laceration",S37.11
세세세,S37.115,"강내로의 열린상처가 있는 요관의 손상, 외상성 혈종","Injury of ureter with open wound into cavity, traumatic haematoma",S37.11
세세세,S37.116,"강내로의 열린상처가 있는 요관의 손상, 외상성 천자","Injury of ureter with open wound into cavity, traumatic puncture",S37.11
세세세,S37.117,"강내로의 열린상처가 있는 요관의 손상, 외상성 파열","Injury of ureter with open wound into cavity, traumatic rupture",S37.11
세세세,S37.118,"강내로의 열린상처가 있는 요관의 손상, 외상성 찢김","Injury of ureter with open wound into cavity, traumatic tear",S37.11
세세세,S37.119,"강내로의 열린상처가 있는 요관의 손상, 기타 및 상세불명의 손상","Injury of ureter with open wound into cavity, other and unspecified injuries",S37.11
세세세,S37.200,"강내로의 열린상처가 없는 방광의 손상, 폭풍손상","Injury of bladder without open wound into cavity, blast injuries",S37.20
세세세,S37.201,"강내로의 열린상처가 없는 방광의 손상, 타박상","Injury of bladder without open wound into cavity, bruise",S37.20
세세세,S37.202,"강내로의 열린상처가 없는 방광의 손상, 진탕손상","Injury of bladder without open wound into cavity, concussion injuries",S37.20
세세세,S37.203,"강내로의 열린상처가 없는 방광의 손상, 으깸","Injury of bladder without open wound into cavity, crushing",S37.20
세세세,S37.204,"강내로의 열린상처가 없는 방광의 손상, 열상","Injury of bladder without open wound into cavity, laceration",S37.20
세세세,S37.205,"강내로의 열린상처가 없는 방광의 손상, 외상성 혈종","Injury of bladder without open wound into cavity, traumatic haematoma",S37.20
세세세,S37.206,"강내로의 열린상처가 없는 방광의 손상, 외상성 천자","Injury of bladder without open wound into cavity, traumatic puncture",S37.20
세세세,S37.207,"강내로의 열린상처가 없는 방광의 손상, 외상성 파열","Injury of bladder without open wound into cavity, traumatic rupture",S37.20
세세세,S37.208,"강내로의 열린상처가 없는 방광의 손상, 외상성 찢김","Injury of bladder without open wound into cavity, traumatic tear",S37.20
세세세,S37.209,"강내로의 열린상처가 없는 방광의 손상, 기타 및 상세불명의 손상","Injury of bladder without open wound into cavity, other and unspecified injuries",S37.20
세세세,S37.210,"강내로의 열린상처가 있는 방광의 손상, 폭풍손상","Injury of bladder with open wound into cavity, blast injuries",S37.21
세세세,S37.211,"강내로의 열린상처가 있는 방광의 손상, 타박상","Injury of bladder with open wound into cavity, bruise",S37.21
세세세,S37.212,"강내로의 열린상처가 있는 방광의 손상, 진탕손상","Injury of bladder with open wound into cavity, concussion injuries",S37.21
세세세,S37.213,"강내로의 열린상처가 있는 방광의 손상, 으깸","Injury of bladder with open wound into cavity, crushing",S37.21
세세세,S37.214,"강내로의 열린상처가 있는 방광의 손상, 열상","Injury of bladder with open wound into cavity, laceration",S37.21
세세세,S37.215,"강내로의 열린상처가 있는 방광의 손상, 외상성 혈종","Injury of bladder with open wound into cavity, traumatic haematoma",S37.21
세세세,S37.216,"강내로의 열린상처가 있는 방광의 손상, 외상성 천자","Injury of bladder with open wound into cavity, traumatic puncture",S37.21
세세세,S37.217,"강내로의 열린상처가 있는 방광의 손상, 외상성 파열","Injury of bladder with open wound into cavity, traumatic rupture",S37.21
세세세,S37.218,"강내로의 열린상처가 있는 방광의 손상, 외상성 찢김","Injury of bladder with open wound into cavity, traumatic tear",S37.21
세세세,S37.219,"강내로의 열린상처가 있는 방광의 손상, 기타 및 상세불명의 손상","Injury of bladder with open wound into cavity, other and unspecified injuries",S37.21
세세세,S37.300,"강내로의 열린상처가 없는 요도의 손상, 폭풍손상","Injury of urethra without open wound into cavity, blast injuries",S37.30
세세세,S37.301,"강내로의 열린상처가 없는 요도의 손상, 타박상","Injury of urethra without open wound into cavity, bruise",S37.30
세세세,S37.302,"강내로의 열린상처가 없는 요도의 손상, 진탕손상","Injury of urethra without open wound into cavity, concussion injuries",S37.30
세세세,S37.303,"강내로의 열린상처가 없는 요도의 손상, 으깸","Injury of urethra without open wound into cavity, crushing",S37.30
세세세,S37.304,"강내로의 열린상처가 없는 요도의 손상, 열상","Injury of urethra without open wound into cavity, laceration",S37.30
세세세,S37.305,"강내로의 열린상처가 없는 요도의 손상, 외상성 혈종","Injury of urethra without open wound into cavity, traumatic haematoma",S37.30
